Data,Feedback,Perguntas,Sentimento
18/04/2020,Foi muito bom!!!,Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,Sem comentários,Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,Não,Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"O encontro de hoje foi excelente. Curti demais o período da tarde, com a apresentação da Gabi sobre desing Research, uma coisa que nem sabia que existia. Show de bola!!!",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"Achei muito interessante colocar uma palestra desse tema no nosso encontro, me fez ter uma análise melhor em alguns pontos que sou falho na organização financeira.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"Acho que o horário de almoço foi muito longo. Acho que 1h é excelente. Mas um ponto a se pensar, seria para dias com mais conteúdo e palestrantes, realizar horários de almoço reduzido, assim não fica um dia tão longo e cansativo. ",Você tem outras críticas ou comentários em relação ao encontro de hoje?,negativo
18/04/2020,"Acho que na parte do vimver cada vez mais vamos precisar de um tempo maior para fazer as coisas. Hoje por exemplo eu vejo que ficou um pouco corrido. Acredito que vocês já estão pensando nisso, mas por exemplo a hora a mais de almoço poderia ter sido usada pra palestra (que foi otima) e a tarde pra colocar a mao na massa.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,negativo
18/04/2020,Nao.,Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"Adquiri muitos conhecimentos, que com certeza vou aplicar em minha vida.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"Gostaria de sugerir que fosse estendido o tempo para realização do feedback vistos as reuniões dos pequenos grupos do Vim-Ver após a conclusão da tarde. Geralmente eu gosto de escrever mais, pois entendendo essa ferramenta como um processo de melhoria, mas hoje tive como impasse o tempo. 

Outra sugestão é que quando for pautado ter outra mini reunião após a conclusão da tarde, ter essa informação já na programação. Acredito que algumas pessoas só se prepararam para estar até as  18h, o que prejudicou um pouco a participação na reunião após esse horário, prejudicando desta forma a proposta e a reunião.  
No mais só tenho a agradecer.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,negativo
18/04/2020,"Foi excelente a aula de Design Thinking, com Gabriela Oliveira!
O encontro teve uma dinâmica extraordinária, gerou um conteúdo riquíssimo, tem uma didática notável e de fácil entendimento, foi super elogiada durante o ""meeting"". Eu adoreiii  e acredito que todos também gostaram.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,Maior tempo para a aula!,Você tem outras críticas ou comentários em relação ao encontro de hoje?,negativo
18/04/2020,"No horário que acabou a reunião, eu fui ficar com meu filho e minha vó, por esse motivo respondi o questionário agora.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
18/04/2020,"Achei ótimo o encontro, sempre proporciona muito conhecimento e desenvolvimento.",Você tem outras críticas ou comentários em relação ao encontro de hoje?,positivo
25/04/2020,"O entrosamento do grupo foi ótimo e isso ajudo bastante na parte de relacionamento com as pessoas e na parte de desenvolvimento pessoal. Fiz diversas pesquisas que acredito que agregaram na definição do nosso problema a ser solucionado. Tenho muito ainda a aprender porém com os nortes que estão sendo dados durante as palestras, acredito que consiga abrir mais a mente e desenvolver o projeto da forma mais viável e assertiva possível.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Acredito que eu e minha equipe desempenhamos a etapa de mapeamento muito bem e concluimos os objetivos desta etapa.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Ótimas ferramentas de mapeamento.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Foi boa, eu consegui atingir a meta de entrevistas estipulada para a minha dupla, mas posso melhorar a forma de abordagem das pessoas.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Meu grupo fez uma reunião segunda que foi muito produtiva sobre o questionário. Acredito que ajudei para a formulação das perguntas e discutimos bem sobre. O problema maior foi conseguir horário para as entrevistas, já que trabalho e estudo e a janela de horários livres fica um pouco mais complicada. Devido ao curto tempo dado, não consegui ajudar tanto o time, mas deixei bem claro os motivos. ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Participei das discussões que tivemos (três reuniões + discussões no whatsapp). Ajudei na elaboração do questionário e na definição do problema. Até agora não enxergo pontos de melhoria no quesito participação. Tentei, como orientação que tivemos na palestra sobre viés, não ceder ao que sempre fiz ""não vou expor minha opinião porque ela difere do grupo"" e funcionou bem, apesar de eu ter ficado insegura na hora. Trabalhar a insegurança acredito que me ajudará no foco e a propor ideias.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Ótimo conteúdo. Informações práticas para realização do projeto,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Acho que consegui engajar a equipe e fazer algumas atividades,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Eu acredito que estou agregando nas discussões do grupo.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Nosso grupo  começou a mapear semana passada, tivemos alguns tropeções, mas o nosso mentor estava presenta para nos orientar.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Me esforcei para contatar os possíveis entrevistados, porém não obtive sucesso para realizar as entrevistas, mesmo após algumas tentativas. Por isso, acredito que poderia ter me saído melhor nessa etapa.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Eu acredito que fui bem importante por ter participado ativamente na etapa de mapeamento, contribuindo para que o nosso grupo conseguisse ter sucesso! Definimos uma persona e uma jornada, além de ter feito 8 entrevistas com as pessoas.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Satisfatória,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Como individuo , acredito que minha atuação nessa atividade em grupo foi boa, uma vez que participei ativamente em todas as reuniões e discussões em grupo, participei ativamente no processo de criação de questionário, entrevista de membro de comunidade etc. ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Na etapa do mapeamento eu pudi perceber que o que eu julgo como problema não é o mesmo problema que o outro vive.  Temos que entender qual é a verdadeira realidade das pessoas, e a partir disso traçar caminhos para resolver os problemas.

Confesso que fiquei um pouco chateada por ter conversado com apenas uma pessoa, eu estava com uma expectativa muito grande em relação a coleta de dados.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Avaliação muito positiva. Tive disponibilidade para me dedicar, e me encantei com esse processo de conhecer nosso usuário. Ainda mais se tratando de uma realidade bem diferente das que já vivi. O grupo trabalhou muito bem em conjunto e conseguimos atingir resultados positivos.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Eu gostei bastante da etapa do mapa, mesmo tendo algumas dificuldades acredito que estou me desenvolvendo bastante",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Estava com uma grande expectativa em conseguir otimos resultados com a conversa com as pessoas da comunidade, porem, devido a falta de retorno que obtive dos moradores que fiquei com a tarefa de falar, isso me desanimou um pouco. Devido ao tempo nem eu nem meus colegas de grupo conseguimos ir atras de contatos extras, uma falha a nós já que se tivessemos feito a reuniao bem no começo da semana conseguiriamos pensar em um plano b executavel, fica como aprendizado!",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Estou sendo bem proativa, colaborando com a equipe é correndo atrás por diversos lugares para entrevistar essas pessoas ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,Foi difícil conversar com as pessoas da comunidade! Fiz o melhor indo atrás  de novos contatos e dando ideias dentro do grupo.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Tive bastante dificuldade em conciliar uma grande demanda de tempo para aplicação durante a semana. Estudos + outros projetos + assessorar engenheiros a distancia mesmo estando de férias + Aulas + CEO/VimVer. Infelizmente eu não consegui ligar para as pessoas, mas busquei ir ajudando de outras formas e me inteirando nos casos que o time trazia das ligações que foram feitas. Mas acredito que essa seja a essência de um time, as peças vão se encaixando, então caso não consiga contribuir com a tarefa ""X"", acredito que consigo contribuir de outras formas. Mas foquei bastante em analisar os dados que foram gerados das entrevistas com os dados da planilha do VimVer. Há correlações em muitos casos e características, no qual foi tirada uma quantidade significativa de insights.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,No começo foi difícil a adaptar por ser 100% digital. Tive algumas dificuldades pra entrar em contato com os contatos. Apesar de não conseguir atingir a meta como somos um grupo tudo que conseguimos compartilhamos.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"  De forma geral, estou contente com meu desenvolvimento no projeto e em equipe até aqui. Estou trabalhando minha iniciativa, formas de liderança, escuta e processo de trabalho colaborativo.  Estou me esforçando para melhorar os pontos indicados no meu disc e processo de autoconhecimento. Estou trabalhando minha necessidade de ter um tempo maior e as vezes individual para pensar com o dinamismo e o grupo. ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/04/2020,"Durante a semana eu não fui muito presente no grupo do WhatsApp, mas pude identificar que todas as decisões tiveram minha participação e eu analisei que ajudei bastante e fui muito envolvido. As vezes sinto que o grupo anda em círculos, mas estamos encaminhando.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"Não consegui falar com nenhum morador, pois o que tentei entrar em contato não retornaram ou não estavam muito abertos à conversa! Porém, vamos melhorar essa semana!",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
25/04/2020,"A principio encontrei dificuldades, mas aos poucos consegui desenvolvr.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
26/04/2020,Tenho aprendido bastante sobre o assunto. Diria que estou evoluindo certamente,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
26/04/2020,"Devido ao trabalho, não consegui me dedicar como gostaria. Mesmo assim, fui atrás de entrevistas e consegui conversar com uma moradora extremamente simpática e solícita. Isso me trouxe uma energia muito boa. ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
26/04/2020,Foi bom e serviu como complemento do q já sabia,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
27/04/2020,Foi essencial para dar um direcionamento na etapa do nosso público alvo (persona) e para entendimento da segmentação que iremos utilizar para o projeto com meu grupo.,Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
28/04/2020,"Acredito que contribui com meu grupo, para que cheguemos num bom resultado ",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
28/04/2020,"Não tinha compreendido muito bem o que seria a etapa, a palestra me fez ter uma melhor visualização e o grupo cooperou para isso também,",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
09/05/2020,"Sim, gostei do tempo maior para por em pratica a discussão em grupo. O mão na massa é muito importante para aclaramento grupal.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
27/06/2020,"Acredito que tenha sido BOA, porém, sempre existem pontos de melhoria.",Escreva uma autoavaliação da sua execução na etapa de MAPEAMENTO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,Muito participativa com ideias que foram aceitas e serão implementadas,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Muitas ideias foram surgindo, como são muito boas, acaba nos dando um sentimento de indecisão sobre como seguir e porque seguir cada uma delas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,"Dei boas ideias para o grupo, apresentei bem as ideias do grupo para o todo. Fiz meu trabalho de uma forma boa.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Boa, fui participativa.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Todas as ferramentas e conhecimento passados no encontro foram perfeitos. O o problema maior foi aplicar isso em grupo, conseguir juntar todas as pessoas com o objetivo de chegar a um denominador comum.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,"Acredito que eu tenha me esforçado muito , fiquei um pouco sem paciencia com o meu grupo, mas acho que consegui guiar muitas coisas do grupo",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Satisfatória, uma das ideias contribui bem, apesar de termos optado por prosseguir com outra que melhor se encaixa a nossa persona.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Tive dificuldade de ""sair da caixa"" e ideias disruptivas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,"Nas ultimas semanas aparecerem diversos imprevistos na minha vida, tive a resiliencia de driblar todos, mas como humana, reconheci meus limites. Fiz meu máximo com o que tinha no momento, mas se esses imprevistos nao tivessem surgido conseguiria entregar MUITO mais. Mas reconheço, e muito, e compreendo que esses fatos serviram de aprendizado para lidar de uma forma melhor com os afazeres e imprevistos que venham a surgir nas próximas semanas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Acredito que poderia fazer mais, mas vejo receio e desconforto em parte da equipe e por minha parte também.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,"Acredito que durante as reuniões consegui ajudar o grupo a focar no que realmente deveria ser discutido. Algumas tarefas que ficaram para serem feitas após tiveram problemas de comunicação com as pessoas externas, mas a evolução em si do projeto foi muito boa. Por terem sido duas semanas mais atípicas pra mim, voltei para a cidade dos meus pais, acabei não conseguindo ajudar tanto o quanto gostaria.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,Me envolvi bastante nas propostas de soluções e na construção delas de acordo com o diagrama da tartaruga.,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"O grupo tem avançado bastante em relação ao projeto, com ideias que fazem sentido e são sustentáveis! Eu, particularmente, tenho participado ativamente de todos os encontros, contribuindo para o andamento do projeto, com ideias e com discussões ricas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,Abriu novas perspectivas para desenvolver ideias,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Não consegui dedicar tempo o suficiente para a etapa, porém no geral achei bom o meu desenvolvimento. Aprendi coisas durante a etapa que aprendi pela interneta",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Gostei do empenho do grupo, mas confesso que falta ainda produzir para termos um material mais direcionado e acertivo",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,"Acho que trabalhei muito bem nessa etapa de IDEAÇÃO , sempre buscando coisas novas, interagindo com o time e tentando motiva-los. ",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Foi muito boa, acho que rendeu muito bem. Achei o tempo bem suficiente.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,Foi muito bom o projeto esta ficando incrível,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,"Consegui atingir parte das demandas solicitadas, e preciso melhorar esse ponto na busca de informações e de dados da comunidade",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
16/05/2020,Eu ajudei o grupo na medida em que apresentei algumas sugestões que contribuíram para a elaboração da etapa de Ideação,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,Para minha autoavaliação  desse projeto posso destacar que  fui ativa no processo de criação  de ideias e discussão em time e fui pro ativa na minha iniciativas   de  prospecção  para parceiros   .,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
16/05/2020,Pouco conclusivo mas talvez seja valido a experiência.,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,negativo
17/05/2020,"Acredito que fui participativa dentro do grupo, propondo ideias e melhorando ideias propostas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
17/05/2020,"Acredito que, assim como em todas as etapas, estou participando e não apenas presente, estou fazendo e me esforçando ao máximo para dar certo. O projeto está muito legal e sinto na nossa proposta algo palpável que realmente fará a diferença. Vamos aos testes!",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
17/05/2020,"Sim, atingiu as minhas expectativas.  Com conteúdo apresentado é possível materializar a ideia do grupo através de protáticos, agora é a hora de errar e concertar rapidamente a ideia, o importante é que o protótipo seja o mais realista e original a ideia. ",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
18/05/2020,"Após a criação da persona e seus principais problemas, foi possível elaborar ideias ameniza ou elimina os problemas.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
19/05/2020,Acredito que foi muito boa minha participação. Acredito que essas ferramentas nos ajudam a ter diretivas para auxiliar nossa ação e não fazermos qualquer coisa é acharmos que estamos avançando.,Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
19/05/2020,"Foi etapa de muito esforço, pois estamos lidando com dor de uma pessoa. Então gerir ideias sem o nosso viés foi um desafio e expor minhas ideias me fez perceber o quanto estou evoluindo em questão de empatia. ",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
20/05/2020,"Foi um processo muito interessante, e nos trouxe ideias muito valiosas ao nosso projeto.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
23/05/2020,"Coloquei em prática algumas ideias discutidas, participei dos encontros e realizei contato com o grupo em vários momentos durante a semana.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
25/05/2020,"Regular, eu não conhecia muitas coisas e estou em desenvolvimento, a experiencia está sendo muito positiva.",Escreva uma autoavaliação da sua EXECUÇÃO na etapa de IDEAÇÃO (VimVer). OBS: Etapa iniciada no penúltimo encontro.,positivo
23/05/2020,Sim.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,O conteúdo de hoje do Gabs acho que na etapa de prototipagem ainda não agregou muito mas acredito que vai agregar nas próximas etapas!,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Sim, mas seria mais proveitoso quebrar essa palestra em duas. Pela quantidade de informação. A qualidade é mto boa. ",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,"Sim, foi uma aula muito rica e substancia sobre framework agile",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim. Bastante técnico e com algumas aplicações. Gostei bastante da forma que o conteúdo foi compartilhado.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Sim, os termos técnicos são um tanto difíceis, porém objetivos. Onde devemos observar com cautela quais o pontos são positivos e negativos do protótipo e quais dúvidas e ideias os usuários estão tendo em relação ao experimento.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Achei muita informação. Ainda fico um pouco perdida diante das palestras do Vim Ver, sendo muito franca. Mas gosto bastante e acho oportuno. ",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,Sim  foi muito construtivo a auala sobre o framework,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"O conteúdo foi muito bom, mas acredito que foram abordados muitos tópicos que exigem mais tempo para compreensão. ",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,Ótima palestra.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Sim. Poderia counter um pouco mais de exemplos factíveis para o projeto, mas de forma geral foi muito bom.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,Foi bom mas um pouco repetitivo com a palestra do último sábado.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,"O tema de hoje foi bem denso, talvez necessite rever o tema.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Um excelente conteudo mas senti falta de mais exemplos, algo mais pratico",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Sim, a metodologia apresentada irá auxiliar no decorrer do projeto.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Sim,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Sim, bastante o conteudo e a mentoria foram otimos",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,Acredito que a palestra poderia ter sido voltada mais para o projeto do VimVer,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,"Sim, o conteúdo foi muito bom.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,"Foi muito legal! Acredito que completou MUITO o que tivemos na segunda passada... Depois de hoje, percebi que o que aconteceu semana passada foi somente um aperitivo rs O Gabriel arrasou e teve muito mais conteúdo do que só exposição. Ouso dizer que, em uma próxima edição, substituiria o encontro da semana passada por esse e dividiria essa conversa em 2 encontros.",O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,negativo
23/05/2020,Sim.,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
23/05/2020,foi suficiente para dar suporte,O CONTEÚDO nesta etapa do VimVer foi o suficiente; atingiu suas expectativas para dar suporte a PROTOTIPAGEM?,positivo
